Name, time, ang1, ang2, ang3, edg1, edg2, edg3, orn1, orn2, orn3, vel1, vel2, vel3, fang1, fang2, fang3
00D00BCE,84825,180.4834747314453, 180.0, 180.0,0, 0, 0,0, 0, 0,-5.849615165744481e+33, 1.8747972154201728e-41, 1.8747972154201728e-41,180.10641479492188, 175.9158477783203, 172.26832580566406
000AC172,84827,182.20188903808594, 180.0, 104.74867248535156,1, 1, 0,0, 0, 0,75433072656384.0, 1.8747972154201728e-41, -2.5002724335365656e-09,176.75082397460938, 181.9584197998047, 104.54753875732422
000AC172,84836,0, 0, 0,1, 1, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,84840,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,180.17233276367188, 178.24497985839844, 107.77757263183594
000AC172,84846,182.2154541015625, 180.0, 104.74166870117188,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,84853,0, 0, 0,0, 0, 0,0, 0, 0,-0.0009201208013109863, 1.8747972154201728e-41, 1.8747972154201728e-41,0, 0, 0
00D00BCE,84863,180.50772094726562, 180.0, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
000AC172,84866,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,176.77279663085938, 185.03463745117188, 104.52556610107422
00D00BD2,84824,180.56553649902344, 105.0351791381836, 180.0,0, 0, 0,0, 0, 0,-2.1846439934858353e-10, 6.319881297477283e-39, 1.8747972154201728e-41,179.3153839111328, 102.21839904785156, 166.90692138671875
00D00BD2,84830,180.56350708007812, 105.0269775390625, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BD2,84860,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,179.2934112548828, 102.21839904785156, 133.15638732910156
00D00BD2,84866,0, 0, 0,0, 0, 0,0, 0, 0,1.9440479398355055e-34, -3.8868619963117316e-32, 1.8747972154201728e-41,0, 0, 0
00D00BCB,84871,180.0, 180.5791778564453, 177.6401824951172,0, 0, 0,0, 0, 0,1.8747972154201728e-41, -1.117058160381157e-12, -2.6693858474631033e-28,162.88584899902344, 183.9140167236328, 180.17860412597656
00D00BCB,84881,180.0, 180.600341796875, 177.64019775390625,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
000AC172,84886,0, 0, 0,0, 0, 0,0, 0, 0,3.559366784105568e+26, 1.8747972154201728e-41, 6.46258592153271e+28,0, 0, 0
00D00BD2,84890,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,84893,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,180.19430541992188, 167.9176788330078, 140.407470703125
000AC172,84896,0, 0, 0,1, 1, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BD2,84900,180.53208923339844, 105.02984619140625, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCD,84903,177.66893005371094, 180.0, 180.0,0, 0, 0,0, 0, 0,-1.2321181370630002e-21, 1.8747972154201728e-41, 1.8747972154201728e-41,179.2337646484375, 146.42807006835938, 137.2653350830078
00D00BCE,84903,0, 0, 0,0, 0, 0,0, 0, 0,-16462915.0, 1.8747972154201728e-41, 1.8747972154201728e-41,0, 0, 0
000AC172,84906,182.24581909179688, 180.0, 104.73563385009766,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BD2,84910,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,179.2714385986328, 102.24037170410156, 173.38894653320312
00D00BCD,84913,177.67446899414062, 180.0, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,84913,180.5199432373047, 180.0, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BD2,84920,0, 0, 0,0, 0, 0,0, 0, 0,3.1569703255256036e+35, 4.214793255076857e-14, 1.8747972154201728e-41,0, 0, 0
00D00BCB,84921,0, 0, 0,0, 0, 0,0, 0, 0,1.8747972154201728e-41, 5.836991065095194e+21, 4.31636352839373e+20,194.8565673828125, 183.9359893798828, 180.15663146972656
000AC172,84926,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,176.72885131835938, 187.93507385253906, 104.59148406982422
000AC172,84936,0, 0, 0,0, 0, 0,0, 0, 0,4.536269898380851e-06, 1.8747972154201728e-41, 2.6402682846309647e-18,0, 0, 0
00D00BD2,84940,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCB,84942,180.0, 180.64321899414062, 177.68072509765625,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,84943,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,180.12838745117188, 175.58624267578125, 196.87808227539062
000AC172,84946,0, 0, 0,1, 1, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCD,84953,0, 0, 0,0, 0, 0,0, 0, 0,-7.068577186285879e+18, 1.8747972154201728e-41, 1.8747972154201728e-41,179.2337646484375, 119.81877136230469, 143.96710205078125
00D00BCE,84953,0, 0, 0,0, 0, 0,0, 0, 0,4.2974803403372785e-12, 1.8747972154201728e-41, 1.8747972154201728e-41,0, 0, 0
000AC172,84956,182.2698516845703, 180.0, 104.74860382080078,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BD2,84956,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,179.3153839111328, 102.19642639160156, 165.01724243164062
00D00BCD,84963,177.67178344726562, 180.0, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,84963,180.5531768798828, 180.0, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCB,84968,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,161.98495483398438, 183.9140167236328, 180.20057678222656
00D00BD2,84969,180.5338897705078, 105.03009033203125, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
000AC172,84972,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,176.72885131835938, 179.95887756347656, 104.54753875732422
00D00BCB,84978,0, 0, 0,0, 0, 0,0, 0, 0,1.8747972154201728e-41, -1.3980250489875333e+18, 3.160113758333071e+37,0, 0, 0
00D00BD2,84979,0, 0, 0,0, 0, 0,0, 0, 0,-6.048679217001904e-14, -1.5932633974124373e-31, 1.8747972154201728e-41,0, 0, 0
00D00BCE,84993,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,180.15036010742188, 181.5189666748047, 128.47613525390625
00D00BCD,85000,0, 0, 0,0, 0, 0,0, 0, 0,-1.4366636135951238e-12, 1.8747972154201728e-41, 1.8747972154201728e-41,179.2117919921875, 182.61761474609375, 111.77665710449219
00D00BD2,84999,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCB,85002,180.0, 180.60008239746094, 177.68310546875,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,85003,0, 0, 0,0, 0, 0,0, 0, 0,6363566047232.0, 1.8747972154201728e-41, 1.8747972154201728e-41,0, 0, 0
000AC172,85006,0, 0, 0,0, 0, 0,0, 0, 0,20232657698816.0, 1.8747972154201728e-41, -3.8983705022381415e+30,0, 0, 0
00D00BCE,85013,180.58387756347656, 180.0, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
000AC172,85016,0, 0, 0,1, 1, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCB,85018,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,184.3754425048828, 183.9359893798828, 180.22254943847656
00D00BD2,85019,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,179.3153839111328, 102.19642639160156, 168.92843627929688
00D00BCD,85023,177.68922424316406, 180.0, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
000AC172,85025,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,176.72885131835938, 160.9082794189453, 104.50359344482422
00D00BD2,85029,180.53646850585938, 105.0327377319336, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCB,85031,0, 0, 0,0, 0, 0,0, 0, 0,1.8747972154201728e-41, 2.527699033314423e-28, -24.0240535736084,0, 0, 0
000AC172,85036,182.2515869140625, 180.0, 104.7333984375,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BD2,85039,0, 0, 0,0, 0, 0,0, 0, 0,-24354752561152.0, -2.6345519701844993e+29, 1.8747972154201728e-41,0, 0, 0
00D00BCE,85042,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,180.19430541992188, 175.52032470703125, 97.05474090576172
00D00BCD,85052,0, 0, 0,0, 0, 0,0, 0, 0,5.1972925903221646e+35, 1.8747972154201728e-41, 1.8747972154201728e-41,179.2557373046875, 184.3754425048828, 108.854248046875
000AC172,85055,0, 0, 0,0, 0, 0,0, 0, 0,-1.3984955128839423e+30, 1.8747972154201728e-41, -14537026.0,0, 0, 0
00D00BD2,85059,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCB,85061,180.0, 180.57492065429688, 177.68438720703125,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,85062,0, 0, 0,0, 0, 0,0, 0, 0,1.0047079507980914e+23, 1.8747972154201728e-41, 1.8747972154201728e-41,0, 0, 0
00D00BD2,85069,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,179.2494659423828, 102.21839904785156, 144.8899688720703
00D00BCD,85073,177.6898956298828, 180.0, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCB,85071,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,196.65835571289062, 183.8920440673828, 180.17860412597656
000AC172,85072,0, 0, 0,1, 1, 1,0, 0, 0,0, 0, 0,176.70687866210938, 201.77806091308594, 104.54753875732422
00D00BCE,85072,180.5908660888672, 180.0, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BD2,85075,180.54222106933594, 105.02719116210938, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCB,85081,0, 0, 0,0, 0, 0,0, 0, 0,1.8747972154201728e-41, -2.686063990588877e-13, 1.2919695076889725e-15,0, 0, 0
00D00BD2,85089,0, 0, 0,0, 0, 0,0, 0, 0,6.500785621372586e+21, 1.260886013654261e-11, 1.8747972154201728e-41,0, 0, 0
000AC172,85092,182.24932861328125, 180.0, 104.73185729980469,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,85092,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,180.19430541992188, 178.7064208984375, 174.72930908203125
00D00BCD,85102,0, 0, 0,0, 0, 0,0, 0, 0,-0.006170423235744238, 1.8747972154201728e-41, 1.8747972154201728e-41,179.1898193359375, 142.6267547607422, 149.06483459472656
000AC172,85105,0, 0, 0,0, 0, 0,0, 0, 0,4627233.5, 1.8747972154201728e-41, -4.697166434132535e-20,0, 0, 0
00D00BCE,85112,0, 0, 0,0, 0, 0,0, 0, 0,1.2125324010849, 1.8747972154201728e-41, 1.8747972154201728e-41,0, 0, 0
00D00BD2,85118,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,179.3373565673828, 102.21839904785156, 163.2154541015625
00D00BCB,85118,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,178.24497985839844, 183.9359893798828, 180.15663146972656
000AC172,85122,0, 0, 0,1, 1, 1,0, 0, 0,0, 0, 0,176.75082397460938, 158.2275848388672, 104.50359344482422
00D00BCE,85122,180.57679748535156, 180.0, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
