Name, time, ang1, ang2, ang3, edg1, edg2, edg3, orn1, orn2, orn3, vel1, vel2, vel3, fang1, fang2, fang3
00D00BCB,245118,0, 0, 0,0, 0, 0,0, 0, 0,1.8747972154201728e-41, -7.269383838000098e+33, -299402.09375,185.25436401367188, 183.9799346923828, 180.24452209472656
00D00BD2,245122,180.5067596435547, 105.09748840332031, 180.0,0, 0, 0,0, 0, 0,-4.6707921043619284e+21, 683300.125, 1.8747972154201728e-41,179.4032745361328, 102.08656311035156, 164.33607482910156
00D00BCB,245148,0, 0, 0,0, 0, 1,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCB,245162,180.0, 180.63479614257812, 177.5865020751953,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BD2,245172,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,179.3813018798828, 102.04261779785156, 171.93873596191406
00D00BCB,245172,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,173.05935668945312, 183.9799346923828, 180.20057678222656
00D00BD2,245182,0, 0, 0,0, 0, 0,0, 0, 0,391875064233984.0, -7.952375834622753e-24, 1.8747972154201728e-41,0, 0, 0
00D00BCB,245182,0, 0, 0,0, 0, 0,0, 0, 0,1.8747972154201728e-41, -4.1967581448606236e-15, 4.036007553049341e+32,0, 0, 0
00D00BD2,245192,180.5365447998047, 105.09789276123047, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
000AC172,245148,180.63294982910156, 180.0, 105.10527038574219,0, 0, 0,0, 0, 0,-6.139057703283413e-35, 1.8747972154201728e-41, -3.3409581184387207,176.72885131835938, 188.50637817382812, 104.43767547607422
000AC172,245178,0, 0, 0,0, 0, 0,0, 0, 0,-1281.6331787109375, 1.8747972154201728e-41, 798096490496.0,176.75082397460938, 175.19073486328125, 104.41570281982422
00D00BCD,245147,177.5726776123047, 180.0, 180.0,0, 0, 0,0, 0, 0,1.4657592477964122e-17, 1.8747972154201728e-41, 1.8747972154201728e-41,179.1678466796875, 145.3294219970703, 139.726318359375
00D00BCD,245172,0, 0, 0,0, 0, 0,0, 0, 0,-7.779542123728077e+16, 1.8747972154201728e-41, 1.8747972154201728e-41,179.2557373046875, 147.5047607421875, 146.42807006835938
00D00BCD,245192,177.56834411621094, 180.0, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
000AC172,245198,180.6290740966797, 180.0, 105.10831451416016,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
