Name, time, ang1, ang2, ang3, edg1, edg2, edg3, orn1, orn2, orn3, vel1, vel2, vel3, fang1, fang2, fang3
00D00BCE,416237,0, 0, 0,0, 0, 0,0, 0, 0,-1.860488263698639e-32, 1.8747972154201728e-41, 1.8747972154201728e-41,180.19430541992188, 178.48667907714844, 176.4651641845703
00D00BCD,416245,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,179.2557373046875, 179.95887756347656, 124.78466796875
00D00BCE,416247,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCD,416255,177.58602905273438, 180.0, 180.0,0, 0, 0,0, 0, 0,3.5035943009534844e+32, 1.8747972154201728e-41, 1.8747972154201728e-41,0, 0, 0
000AC172,416254,180.60073852539062, 180.0, 106.43746185302734,0, 0, 0,0, 0, 0,4.9126296043396, 1.8747972154201728e-41, -1.309671929793826e-36,176.75082397460938, 154.88768005371094, 105.88789367675781
00D00BCE,416257,180.7276611328125, 180.0, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
000AC172,416273,180.5936279296875, 180.0, 106.44277954101562,0, 0, 0,0, 0, 0,-4614.53271484375, 1.8747972154201728e-41, -8.388553539814687e+18,176.70687866210938, 174.97100830078125, 105.95381164550781
00D00BD2,416281,180.7543182373047, 106.44214630126953, 180.0,0, 0, 0,0, 0, 0,7.942086056912121e-38, 6.713410377502441, 1.8747972154201728e-41,179.3813018798828, 103.49283599853516, 178.8162841796875
00D00BCE,416284,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,180.10641479492188, 171.609130859375, 166.6871795654297
00D00BCD,416295,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,179.2117919921875, 144.6482696533203, 135.0240936279297
00D00BCE,416297,0, 0, 0,0, 0, 0,0, 0, 0,3.1698489605704815e-25, 1.8747972154201728e-41, 1.8747972154201728e-41,0, 0, 0
00D00BCD,416305,177.5832061767578, 180.0, 180.0,0, 0, 0,0, 0, 0,-0.0010772127425298095, 1.8747972154201728e-41, 1.8747972154201728e-41,0, 0, 0
00D00BD2,416317,0, 0, 0,0, 0, 0,0, 0, 0,-2.152811733332643e-26, -532209008640.0, 1.8747972154201728e-41,179.3373565673828, 103.53678131103516, 180.06874084472656
00D00BCE,416317,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
000AC172,416323,180.58509826660156, 180.0, 106.44180297851562,0, 0, 0,0, 0, 0,1.0055675181419588e-09, 1.8747972154201728e-41, -8297499932491776.0,176.70687866210938, 172.04859924316406, 105.95381164550781
00D00BCE,416327,180.7503204345703, 180.0, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BD2,416331,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCD,416345,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,179.2557373046875, 170.70823669433594, 144.31866455078125
00D00BCE,416344,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,180.15036010742188, 152.8661651611328, 163.1055908203125
00D00BD2,416361,180.7693328857422, 106.45153045654297, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCD,416364,177.5749053955078, 180.0, 180.0,0, 0, 0,0, 0, 0,-19955095437312.0, 1.8747972154201728e-41, 1.8747972154201728e-41,0, 0, 0
00D00BCE,416367,0, 0, 0,0, 0, 0,0, 0, 0,1.2033160988724873e-24, 1.8747972154201728e-41, 1.8747972154201728e-41,0, 0, 0
00D00BD2,416371,0, 0, 0,0, 0, 0,0, 0, 0,-1.1531843340237107e-36, -1.8613720840221504e-06, 1.8747972154201728e-41,179.3813018798828, 103.53678131103516, 178.8162841796875
