Name, time, ang1, ang2, ang3, edg1, edg2, edg3, orn1, orn2, orn3, vel1, vel2, vel3, fang1, fang2, fang3
000AC175,289938,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,103.99821472167969, 176.5310821533203, 170.927978515625
000AC175,289947,104.92402648925781, 181.06321716308594, 180.0,0, 0, 0,0, 0, 0,-8.514847514414983e-26, 603447401381888.0, 1.8747972154201728e-41,0, 0, 0
00D00BCE,289913,180.38406372070312, 180.0, 181.0708465576172,0, 0, 0,0, 0, 0,-5.7953090288891105e-37, 1.8747972154201728e-41, -2.8843177267787464e-20,180.41403198242188, 182.61761474609375, 173.05935668945312
00D00BCE,289944,0, 0, 0,0, 0, 0,0, 0, 0,-13901.0654296875, 1.8747972154201728e-41, 7.799248047761061e+35,180.37008666992188, 181.5189666748047, 173.05935668945312
00D00BCE,289958,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,289968,180.35574340820312, 180.0, 181.07003784179688,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
000AC175,289987,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,104.04216003417969, 176.5750274658203, 133.61781311035156
00D00BCB,289982,180.0, 179.17822265625, 178.89279174804688,0, 0, 0,0, 0, 0,1.8747972154201728e-41, 4.0093492970072475e-08, -29779078.0,186.15525817871094, 181.8705291748047, 181.43106079101562
000AC175,289997,104.92739868164062, 181.05084228515625, 180.0,0, 0, 0,0, 0, 0,3.673211108615598e-28, 3.0185934825705665e-17, 1.8747972154201728e-41,0, 0, 0
00D00BCE,289998,0, 0, 0,0, 0, 0,0, 0, 0,-1.1816329172488986e-20, 1.8747972154201728e-41, -2.7051236493802657e+24,180.34811401367188, 160.9082794189453, 173.01541137695312
00D00BCE,290008,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,290018,180.35169982910156, 180.0, 181.06459045410156,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
000AC175,290037,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,104.08610534667969, 176.5530548095703, 144.8899688720703
00D00BCB,290032,0, 0, 0,0, 0, 0,0, 0, 0,1.8747972154201728e-41, 7.438539587947492e-36, 4.3622466705528495e-07,164.90736389160156, 181.8485565185547, 181.4750213623047
00D00BCB,290042,180.0, 179.15982055664062, 178.89332580566406,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
000AC175,290047,104.94493103027344, 181.04322814941406, 180.0,0, 0, 0,0, 0, 0,30845571072.0, -5.807779913929463e+26, 1.8747972154201728e-41,0, 0, 0
00D00BCE,290048,0, 0, 0,0, 0, 0,0, 0, 0,-5.200376736766259e-14, 1.8747972154201728e-41, -8.2005033493042,180.34811401367188, 174.1799774169922, 173.03738403320312
00D00BD2,290014,180.35397338867188, 104.67720031738281, 180.0,0, 0, 0,0, 0, 0,5.25397721244659e-29, -9.878416437711384e+32, 1.8747972154201728e-41,181.42478942871094, 102.7677230834961, 184.59518432617188
00D00BD2,290034,180.3670196533203, 104.66600036621094, 180.0,0, 0, 0,0, 0, 0,0.00021763243421446532, 3341.07861328125, 1.8747972154201728e-41,181.44676208496094, 102.7677230834961, 176.1355743408203
00D00BCE,290058,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,290078,180.37008666992188, 180.0, 181.05831909179688,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BD2,290080,180.37843322753906, 104.67694091796875, 180.0,0, 0, 1,0, 0, 0,-2.2135431277768846e-16, -2.463970897322429e+35, 1.8747972154201728e-41,181.42478942871094, 102.8116683959961, 182.74945068359375
00D00BCD,290041,178.9132843017578, 104.9454345703125, 180.0,0, 0, 0,0, 0, 0,9.620673347651379e-26, 7.869294166564941, 1.8747972154201728e-41,180.55215454101562, 104.37175750732422, 143.1980438232422
00D00BCD,290060,178.91073608398438, 104.93948364257812, 180.0,0, 0, 0,0, 0, 0,-2.532589705887402e-20, -5.969482394978812e+23, 1.8747972154201728e-41,180.48622131347656, 104.32780456542969, 143.96710205078125
00D00BCB,290082,0, 0, 0,0, 0, 0,0, 0, 0,1.8747972154201728e-41, -4.300404161097027e+19, -9.892928538622664e-23,166.0060272216797, 181.8046112060547, 181.38711547851562
000AC175,290088,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,103.97624206542969, 176.5530548095703, 150.18545532226562
000AC175,290097,104.96493530273438, 181.04405212402344, 180.0,0, 0, 0,0, 0, 0,5.1456093167666e+26, 7.159309787468435e-30, 1.8747972154201728e-41,0, 0, 0
00D00BCE,290094,0, 0, 0,0, 0, 0,0, 0, 0,-7.05896545602307e-37, 1.8747972154201728e-41, -2.03450083732605,180.41403198242188, 174.3997039794922, 173.08132934570312
00D00BCB,290102,180.0, 179.15098571777344, 178.91920471191406,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,290108,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
000AC172,290112,179.1419219970703, 180.0, 104.67706298828125,0, 0, 0,0, 0, 0,1.4139682834041526e+37, 1.8747972154201728e-41, 3.0779714196690925e-32,174.68536376953125, 198.19647216796875, 105.53632354736328
00D00BCD,290120,178.92486572265625, 104.95535278320312, 180.0,0, 0, 0,0, 0, 0,4.174684943980001e-25, -8147600384.0, 1.8747972154201728e-41,180.48622131347656, 104.37175750732422, 135.0240936279297
000AC172,290128,0, 0, 0,0, 0, 0,0, 0, 0,-2.1610124662953604e-24, 1.8747972154201728e-41, -1.9452498053000626e-30,174.75128173828125, 179.95887756347656, 105.51435089111328
00D00BCB,290132,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,178.48667907714844, 181.8705291748047, 181.45303344726562
000AC175,290137,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,104.06413269042969, 176.5091094970703, 181.9584197998047
00D00BD2,290134,0, 0, 0,0, 0, 0,0, 0, 0,1025.6331787109375, 3.541843770923952e+30, 1.8747972154201728e-41,181.44676208496094, 102.8775863647461, 170.70823669433594
000AC175,290142,0, 0, 0,0, 0, 0,0, 0, 0,110950296322048.0, -2355.328857421875, 1.8747972154201728e-41,0, 0, 0
00D00BCE,290138,180.4062957763672, 180.0, 181.0601806640625,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCB,290142,0, 0, 0,0, 0, 0,0, 0, 0,1.8747972154201728e-41, -3.1374089504007875e+27, 1.0069754263572062e+31,0, 0, 0
00D00BD2,290144,180.41229248046875, 104.66059112548828, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,290147,0, 0, 0,0, 0, 0,0, 0, 0,-6.862311801956199e+36, 1.8747972154201728e-41, -718098624.0,180.41403198242188, 159.56793212890625, 173.05935668945312
000AC175,290156,104.95550537109375, 181.0608367919922, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCE,290158,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCB,290162,180.0, 179.14891052246094, 178.94020080566406,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
000AC172,290168,0, 0, 0,0, 0, 1,0, 0, 0,0, 0, 0,0, 0, 0
00D00BCD,290169,178.9344482421875, 104.96054077148438, 180.0,0, 0, 0,0, 0, 0,-9.789619268676306e-29, -1.8489287186690245e-23, 1.8747972154201728e-41,180.55215454101562, 104.34977722167969, 135.92498779296875
000AC172,290182,179.15672302246094, 180.0, 104.65519714355469,0, 0, 0,0, 0, 0,5.42325823435425e+37, 1.8747972154201728e-41, -46953933045760.0,174.75128173828125, 166.4674530029297, 105.53632354736328
00D00BD2,290183,0, 0, 0,0, 0, 0,0, 0, 0,4872242688.0, -1.5460123531733749e+28, 1.8747972154201728e-41,181.46873474121094, 102.8336410522461, 163.1055908203125
00D00BCB,290192,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,207.5569610595703, 181.8705291748047, 181.36514282226562
000AC175,290196,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0,104.02018737792969, 176.5310821533203, 162.66612243652344
00D00BD2,290193,180.42752075195312, 104.65886688232422, 180.0,0, 0, 0,0, 0, 0,0, 0, 0,0, 0, 0
