Objects
100
,,Global Angle base_module:base_module,,,,,,Global Angle fusion_base:fusion_base,,,,,,Global Angle lifted_angle:lifted_angle,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
67,0,0.004114,0.006233,0.003193,-54.978359,96.276306,15.565886,0.001795,0.001774,0.001155,-0.511002,-0.394278,1.346502,0.011184,-1.320955,-0.031954,7.885724,100.051468,78.388542
68,0,0.003985,0.006189,0.003355,-54.979507,96.277924,15.568159,0.001942,0.001769,0.001152,-0.508142,-0.393340,1.369955,0.011423,-1.320991,-0.031901,7.887432,100.050041,78.390343
69,0,0.004184,0.006199,0.003370,-54.977928,96.277641,15.581692,0.003164,0.002232,0.001908,-0.553960,-0.607791,1.647024,0.011267,-1.320986,-0.031964,7.890790,100.051239,78.392639
70,0,0.004045,0.006051,0.003407,-54.977848,96.272308,15.586781,0.002385,0.001942,0.002470,-0.656654,-0.718180,1.479800,0.011277,-1.320971,-0.031913,7.890738,100.049850,78.403107
71,0,0.004022,0.006190,0.003266,-54.975239,96.274582,15.584000,0.001777,0.001993,0.001142,-0.498330,-0.400403,1.404535,0.011319,-1.320943,-0.031908,7.891179,100.049461,78.400055
72,0,0.004095,0.006213,0.003342,-54.976452,96.276482,15.574006,0.002024,0.001860,0.001117,-0.497368,-0.396088,1.402785,0.011352,-1.321038,-0.031852,7.889678,100.049416,78.393600
73,0,0.004071,0.006134,0.003360,-54.980717,96.272949,15.565144,0.002507,0.001835,0.002779,-0.701866,-0.786354,1.452587,0.011202,-1.320969,-0.031951,7.889747,100.052437,78.380760
74,0,0.004130,0.006171,0.003358,-54.978119,96.276848,15.556921,0.002031,0.001755,0.001132,-0.500419,-0.394584,1.364872,0.011263,-1.320977,-0.031932,7.885381,100.051178,78.380180
75,0,0.004129,0.006152,0.003330,-54.976101,96.278183,15.558048,0.001909,0.001816,0.001145,-0.502062,-0.394253,1.362164,0.011150,-1.320896,-0.031953,7.886639,100.049255,78.379356
76,0,0.004296,0.006196,0.003411,-54.971733,96.274940,15.564594,0.002037,0.001885,0.001135,-0.493407,-0.398318,1.404280,0.011357,-1.320962,-0.031844,7.890839,100.048172,78.383873
77,0,0.004114,0.006165,0.003280,-54.971542,96.272743,15.568048,0.002093,0.001835,0.001125,-0.489300,-0.397713,1.404092,0.011206,-1.320933,-0.031912,7.895226,100.048805,78.387520
78,0,0.004150,0.006142,0.003311,-54.974960,96.278831,15.566340,0.002369,0.001863,0.002798,-0.700351,-0.790167,1.445706,0.011269,-1.320914,-0.031935,7.887891,100.049332,78.387291
79,0,0.004031,0.006120,0.003278,-54.972492,96.276077,15.567866,0.002509,0.001819,0.002768,-0.697328,-0.784003,1.456275,0.011325,-1.321000,-0.031861,7.889680,100.047829,78.387062
80,0,0.004226,0.006224,0.003284,-54.975883,96.274147,15.567501,0.001945,0.001883,0.001119,-0.498524,-0.394109,1.389637,0.011226,-1.320987,-0.031903,7.884494,100.049805,78.389168
81,0,0.004059,0.006179,0.003383,-54.976746,96.277901,15.572711,0.001883,0.001751,0.001136,-0.507004,-0.393254,1.358529,0.011322,-1.320999,-0.031839,7.891369,100.050026,78.390572
82,0,0.004146,0.006196,0.003312,-54.979271,96.276772,15.577932,0.002258,0.001938,0.002780,-0.696882,-0.787025,1.456157,0.011343,-1.321034,-0.031830,7.891633,100.049057,78.394554
83,0,0.004165,0.006269,0.003314,-54.976879,96.278297,15.584379,0.002478,0.001815,0.002784,-0.698368,-0.787938,1.459339,0.015081,-1.322070,-0.029312,8.050340,100.051514,78.304100
84,0,0.004176,0.006019,0.003369,-54.976276,96.275566,15.579680,0.002433,0.001943,0.002495,-0.657309,-0.723123,1.478809,0.011203,-1.321003,-0.031946,7.894890,100.045525,78.398132
85,0,0.004098,0.006248,0.003275,-54.976902,96.276138,15.573913,0.002436,0.001854,0.002788,-0.702644,-0.787705,1.453498,0.011356,-1.320895,-0.031791,7.884574,100.051064,78.394096
86,0,0.004176,0.006062,0.003305,-54.980423,96.277451,15.561269,0.001767,0.001738,0.001156,-0.514729,-0.391750,1.325313,0.011347,-1.320954,-0.031821,7.884194,100.050591,78.380798
87,0,0.004231,0.006231,0.003309,-54.980824,96.273659,15.557470,0.001636,0.001782,0.001144,-0.509813,-0.393767,1.316634,0.011241,-1.320914,-0.031931,7.884803,100.051903,78.378006
88,0,0.004117,0.006097,0.003337,-54.977856,96.275848,15.559650,0.002206,0.001904,0.001094,-0.489368,-0.389851,1.424845,0.011274,-1.320902,-0.031902,7.884463,100.054504,78.383545
89,0,0.004241,0.006253,0.003284,-54.978848,96.272873,15.570101,0.002380,0.001895,0.002744,-0.693721,-0.780322,1.451576,0.011251,-1.320917,-0.031802,7.891737,100.047974,78.388039
90,0,0.004190,0.006156,0.003364,-54.973518,96.268867,15.576762,0.001744,0.001899,0.001157,-0.505685,-0.400397,1.373029,0.011246,-1.321008,-0.031896,7.887650,100.047462,78.397308
91,0,0.004153,0.006318,0.003319,-54.973511,96.272758,15.578113,0.002348,0.001899,0.002767,-0.696003,-0.784786,1.454721,0.011153,-1.321002,-0.031958,7.891857,100.048805,78.399376
92,0,0.004137,0.006282,0.003316,-54.975441,96.275108,15.575744,0.001603,0.001705,0.001169,-0.516516,-0.394801,1.309629,0.015176,-1.322025,-0.029344,8.047952,100.052315,78.295250
93,0,0.004055,0.006118,0.003272,-54.977020,96.275414,15.567761,0.002573,0.001772,0.002772,-0.698140,-0.784330,1.452288,0.011269,-1.320982,-0.031875,7.891251,100.050514,78.382126
94,0,0.004093,0.006154,0.003350,-54.976742,96.277954,15.562810,0.001746,0.002061,0.001127,-0.496450,-0.392120,1.398078,0.011347,-1.320913,-0.031855,7.889193,100.054024,78.380417
95,0,0.004160,0.006202,0.003366,-54.979908,96.276993,15.566165,0.001688,0.001729,0.001178,-0.517823,-0.395677,1.317052,0.011263,-1.320953,-0.031936,7.889292,100.053596,78.384834
96,0,0.004166,0.006223,0.003306,-54.978489,96.275070,15.571622,0.002405,0.001879,0.002749,-0.697068,-0.781431,1.452549,0.011279,-1.320898,-0.031933,7.889450,100.051933,78.392311
97,0,0.004122,0.006068,0.003331,-54.974430,96.273582,15.573803,0.002023,0.001917,0.001131,-0.493429,-0.399936,1.417307,0.011307,-1.320912,-0.031899,7.888667,100.047798,78.395248
98,0,0.004138,0.006231,0.003293,-54.976776,96.277260,15.575693,0.001977,0.001918,0.001129,-0.495959,-0.394700,1.403151,0.011148,-1.320917,-0.031905,7.892792,100.048622,78.388229
99,0,0.004245,0.006246,0.003385,-54.980148,96.276077,15.569862,0.001850,0.001905,0.001130,-0.500328,-0.393636,1.384443,0.015024,-1.322096,-0.029404,8.047872,100.051361,78.297760
100,0,0.004128,0.006087,0.003239,-54.978802,96.273476,15.572374,0.002512,0.001825,0.002786,-0.702464,-0.789813,1.452516,0.011388,-1.320893,-0.031857,7.882246,100.051079,78.387604
101,0,0.004098,0.006200,0.003324,-54.983440,96.275703,15.569214,0.002413,0.001846,0.002795,-0.704387,-0.794265,1.444639,0.015091,-1.322013,-0.029414,8.040524,100.051460,78.294067
102,0,0.004247,0.006209,0.003388,-54.978245,96.274597,15.571746,0.002447,0.001804,0.002774,-0.701814,-0.786754,1.446162,0.011459,-1.321012,-0.031799,7.885285,100.047462,78.389763
103,0,0.004004,0.006212,0.003350,-54.976086,96.273552,15.577043,0.002422,0.001861,0.002771,-0.698575,-0.786841,1.453585,0.011368,-1.320997,-0.031853,7.890552,100.047508,78.395073
104,0,0.004195,0.006120,0.003278,-54.974838,96.273514,15.575250,0.002478,0.001858,0.002818,-0.701766,-0.796036,1.463011,0.011302,-1.320868,-0.031906,7.888666,100.049095,78.392426
105,0,0.004151,0.006212,0.003290,-54.976498,96.279587,15.573596,0.002327,0.001913,0.002753,-0.693808,-0.778683,1.446057,0.015144,-1.321965,-0.029357,8.051931,100.052528,78.294960
106,0,0.004167,0.006141,0.003252,-54.974819,96.277100,15.564219,0.002460,0.001844,0.002800,-0.696051,-0.788274,1.448628,0.011187,-1.321006,-0.031971,7.892976,100.052765,78.381989
107,0,0.004238,0.006230,0.003377,-54.976505,96.276657,15.560043,0.002404,0.001901,0.002785,-0.700048,-0.785544,1.449794,0.011194,-1.321028,-0.031863,7.892204,100.050957,78.377876
108,0,0.004160,0.006264,0.003326,-54.978325,96.277580,15.562049,0.001493,0.001644,0.001200,-0.525195,-0.394376,1.271337,0.011328,-1.321027,-0.031880,7.889556,100.053062,78.379555
109,0,0.004057,0.006296,0.003323,-54.974964,96.275352,15.569309,0.001967,0.001861,0.001141,-0.504966,-0.399432,1.393249,0.011242,-1.321018,-0.031887,7.891095,100.048965,78.390633
110,0,0.004032,0.006176,0.003383,-54.974384,96.273712,15.579539,0.001877,0.001932,0.001155,-0.495858,-0.399900,1.405148,0.011189,-1.320954,-0.031981,7.888741,100.049316,78.399788
111,0,0.004097,0.006158,0.003318,-54.975086,96.275215,15.580931,0.002366,0.001896,0.002809,-0.698598,-0.792267,1.460991,0.011464,-1.320936,-0.031781,7.887851,100.050018,78.400330
112,0,0.004109,0.006158,0.003357,-54.972542,96.274406,15.573471,0.001999,0.001927,0.001123,-0.493055,-0.397729,1.415056,0.011187,-1.320876,-0.031949,7.886207,100.048470,78.393669
113,0,0.004155,0.006257,0.003372,-54.978138,96.275108,15.568306,0.003060,0.002286,0.001900,-0.552452,-0.605638,1.633358,0.011260,-1.320904,-0.031942,7.887298,100.050232,78.388741
114,0,0.004030,0.006156,0.003314,-54.978745,96.276932,15.565365,0.002617,0.001758,0.002810,-0.702786,-0.790754,1.448546,0.011215,-1.320893,-0.031894,7.886820,100.051239,78.379860
115,0,0.004165,0.006137,0.003397,-54.976425,96.276863,15.564468,0.001898,0.001770,0.001156,-0.506720,-0.397065,1.355686,0.011303,-1.320926,-0.031864,7.887078,100.051567,78.390663
116,0,0.004161,0.006259,0.003397,-54.974854,96.275116,15.572205,0.001696,0.001832,0.001153,-0.506181,-0.391421,1.345857,0.011306,-1.320924,-0.031890,7.887549,100.048912,78.389977
117,0,0.004184,0.006121,0.003344,-54.971481,96.279274,15.573244,0.001827,0.001654,0.001182,-0.512107,-0.394741,1.333140,0.011232,-1.320960,-0.031909,7.895215,100.051987,78.391800
118,0,0.004056,0.006110,0.003314,-54.971645,96.274300,15.571854,0.002362,0.001892,0.002793,-0.699510,-0.786557,1.455262,0.015016,-1.322089,-0.029373,8.054824,100.050667,78.298447
119,0,0.004111,0.006129,0.003302,-54.972538,96.275650,15.567893,0.002161,0.002053,0.001110,-0.481241,-0.393539,1.461343,0.011271,-1.320969,-0.031862,7.893782,100.050056,78.388153
120,0,0.004184,0.006183,0.003328,-54.976665,96.273880,15.563489,0.002434,0.001931,0.002499,-0.658122,-0.723698,1.464581,0.011234,-1.321027,-0.031922,7.890012,100.049492,78.381828
121,0,0.004152,0.006105,0.003322,-54.975536,96.274811,15.556296,0.001552,0.001837,0.001178,-0.516957,-0.394761,1.321232,0.011112,-1.320994,-0.031953,7.888486,100.050293,78.382111
122,0,0.004218,0.006148,0.003350,-54.977104,96.271545,15.562390,0.002347,0.001929,0.002783,-0.698872,-0.789503,1.453483,0.011318,-1.320961,-0.031785,7.887095,100.053215,78.383842
123,0,0.004202,0.006277,0.003349,-54.976620,96.269218,15.569702,0.001281,0.001702,0.001174,-0.521507,-0.390757,1.262679,0.011267,-1.320910,-0.031948,7.888694,100.047447,78.390526
124,0,0.004057,0.006182,0.003363,-54.973965,96.273094,15.580385,0.002326,0.001893,0.002774,-0.696125,-0.787100,1.452056,0.011295,-1.320950,-0.031906,7.888956,100.047546,78.395378
125,0,0.004177,0.006157,0.003338,-54.975845,96.273537,15.579686,0.002396,0.001888,0.002775,-0.699430,-0.784018,1.461246,0.011469,-1.320876,-0.031742,7.884403,100.048561,78.400002
126,0,0.004082,0.006190,0.003340,-54.977222,96.275459,15.572205,0.002330,0.001922,0.002786,-0.702526,-0.785198,1.452324,0.015086,-1.322142,-0.029389,8.045856,100.052040,78.291710
127,0,0.004131,0.006170,0.003363,-54.979233,96.277802,15.565911,0.001876,0.001931,0.001108,-0.500135,-0.390819,1.391065,0.011200,-1.320996,-0.031943,7.889595,100.053741,78.381516
128,0,0.004142,0.006220,0.003302,-54.980793,96.278214,15.564444,0.002398,0.001904,0.002783,-0.702856,-0.785813,1.452346,0.011298,-1.321071,-0.031883,7.889245,100.051605,78.382103
129,0,0.004087,0.006159,0.003328,-54.980217,96.276840,15.569888,0.002335,0.001943,0.002753,-0.699533,-0.778615,1.457136,0.011314,-1.321069,-0.031886,7.891129,100.050697,78.381462
130,0,0.004265,0.006146,0.003264,-54.975876,96.276054,15.574606,0.001394,0.001527,0.001206,-0.531574,-0.392633,1.239646,0.015047,-1.322142,-0.029334,8.054170,100.050743,78.290245
131,0,0.004108,0.006089,0.003397,-54.975632,96.273308,15.578799,0.002386,0.001852,0.002817,-0.705657,-0.793764,1.453657,0.011319,-1.321059,-0.031904,7.892902,100.046417,78.397194
132,0,0.004064,0.006101,0.003354,-54.976192,96.274521,15.575938,0.001766,0.001780,0.001154,-0.504977,-0.393220,1.347872,0.011205,-1.320864,-0.031900,7.888139,100.051804,78.400009
133,0,0.004283,0.006322,0.003326,-54.975323,96.273407,15.572226,0.001542,0.001853,0.001156,-0.511942,-0.392387,1.328408,0.011337,-1.320812,-0.031853,7.888649,100.046883,78.393433
134,0,0.004128,0.006122,0.003377,-54.976830,96.274406,15.564760,0.002485,0.001799,0.002795,-0.702257,-0.789468,1.446664,0.011254,-1.320914,-0.031857,7.887346,100.050514,78.384613
135,0,0.003988,0.006218,0.003334,-54.977501,96.273155,15.560122,0.002387,0.001897,0.002774,-0.700374,-0.784108,1.450507,0.011176,-1.320911,-0.031976,7.885763,100.051506,78.378761
136,0,0.004204,0.006248,0.003360,-54.977489,96.272354,15.563396,0.002266,0.001909,0.001104,-0.487908,-0.397306,1.442187,0.011176,-1.320948,-0.031911,7.888808,100.048531,78.380058
137,0,0.004241,0.006168,0.003326,-54.974548,96.274559,15.568583,0.002485,0.001909,0.002478,-0.654873,-0.719403,1.471481,0.015173,-1.322052,-0.029287,8.050865,100.051590,78.287895
